               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,                 nan,                 nan,                 nan,          4.1443e-05,            0.021637,          2.5488e-05,           5.042e-06,                 nan,                 nan,                 nan,           0.0033067,           0.0033067,             0.07024
                   1,                 nan,                 nan,                 nan,          4.2563e-05,            0.022222,          2.6391e-05,          5.0522e-06,                 nan,                 nan,                 nan,           0.0059826,           0.0059826,            0.039583
